Year,Team,Base Salary,Prorated Bonus,Roster Bonus,,CapNumber,Cap %,Cash Paid,Name
2014,Broncos,"$15,000,000","$2,500,000",$0,$0,,"$15,000,000",,"$17,500,000",12.3%,"$15,000,000",Peyton Manning
2015,Broncos,"$15,000,000","$2,500,000",$0,$0,,"$15,000,000",,"$17,500,000",11.7%,"$19,000,000",Peyton Manning
Year,Team,Base Salary,Prorated Bonus,Roster Bonus,,Guaranteed Salary,,CapNumber,Cap %,Cash Paid,Name
1998,Packers,"$158,000",$0,$0,,$0,,"$158,000",0.3%,"$158,000",Matt Hasselbeck
1999,Packers,"$250,000",$0,$0,,$0,,"$250,000",0.4%,"$250,000",Matt Hasselbeck
2000,Seahawks,"$500,000","$400,000","$50,000",,$0,,"$950,000",1.5%,"$2,550,000",Matt Hasselbeck
2001,Seahawks,"$1,600,000","$409,536",$0,,$0,,"$2,009,536",3.0%,"$1,600,000",Matt Hasselbeck
2002,Seahawks,"$5,000,000","$1,190,464",$0,,$0,,"$6,190,464",8.7%,"$5,000,000",Matt Hasselbeck
2003,Seahawks,"$5,500,000",$0,$0,,$0,,"$5,500,000",7.3%,"$5,500,000",Matt Hasselbeck
2005,Seahawks,"$2,000,000","$3,200,000","$1,000,000",,"$1,000,000",,"$6,200,000",7.3%,"$19,000,000",Matt Hasselbeck
2006,Seahawks,"$3,250,000","$3,200,000",$0,,$0,,"$6,450,000",6.3%,"$3,250,000",Matt Hasselbeck
2007,Seahawks,"$6,000,000","$3,200,000",$0,,$0,,"$9,200,000",8.4%,"$6,000,000",Matt Hasselbeck
2008,Seahawks,"$5,750,000","$3,200,000","$1,000,000",,$0,,"$9,950,000",8.6%,"$6,750,000",Matt Hasselbeck
2009,Seahawks,"$5,250,000","$3,200,000","$1,000,000",,$0,,"$9,450,000",7.7%,"$6,250,000",Matt Hasselbeck
2010,Seahawks,"$5,750,000",$0,"$1,000,000",,$0,,"$6,750,000",--,"$6,750,000",Matt Hasselbeck
2011,Titans,"$3,000,000","$2,000,000",$0,,$0,,"$5,000,000",4.2%,"$9,000,000",Matt Hasselbeck
2012,Titans,"$5,500,000","$2,000,000",$0,,$0,,"$7,500,000",6.2%,"$5,500,000",Matt Hasselbeck
2013,Colts,"$2,000,000","$1,500,000",$0,,$0,,"$3,500,000",2.8%,"$5,000,000",Matt Hasselbeck
2014,Colts,"$1,750,000","$1,500,000","$500,000",,$0,,"$3,750,000",2.9%,"$2,250,000",Matt Hasselbeck
2015,Colts,"$2,000,000","$1,000,000",$0,,$0,,"$3,000,000",2.0%,"$3,000,000",Matt Hasselbeck
Year,Team,Base Salary,Prorated Bonus,,CapNumber,Cap %,Cash Paid,Name
1999,Browns,"$175,000","$5,178,769",,"$5,353,769",9.3%,"$12,425,000",Tim Couch
2000,Browns,"$275,000","$4,971,231",,"$5,246,231",8.4%,"$275,000",Tim Couch
2001,Browns,"$389,000","$3,763,800",,"$4,152,800",6.2%,"$9,139,000",Tim Couch
2002,Browns,"$4,400,000","$1,663,800",,"$6,063,800",8.5%,"$4,400,000",Tim Couch
2003,Browns,"$6,200,000","$1,663,800",,"$7,863,800",10.5%,"$6,200,000",Tim Couch
Year,Team,Base Salary,Prorated Bonus,Roster Bonus,Per Game Roster Bonus,Other Bonus,,Guaranteed Salary,,CapNumber,Cap %,Cash Paid,Name
1999,Eagles,"$175,000","$1,937,142",$0,$0,$0,,$0,,"$2,112,142",3.7%,"$11,475,000",Donovan McNabb
2000,Eagles,"$275,000","$1,937,142",$0,$0,$0,,$0,,"$2,212,142",3.6%,"$525,000",Donovan McNabb
2001,Eagles,"$389,000","$1,937,142",$0,$0,"$250,000",,$0,,"$2,576,142",3.8%,"$639,000",Donovan McNabb
2002,Eagles,"$1,888,235","$3,865,713",$0,$0,$0,,$0,,"$5,753,948",8.1%,"$15,388,235",Donovan McNabb
